МесяцДаты;Revenue;Absolute Margin;Margin;Average Margin;Average Check;# of check;# of goods;Average # of goods in check;# of unique clients;Value of a Client
5;190161700;62894076;0.330739975505057;6527.667462376751;3175;9635;204873;3;49407;1273
6;163328982;52033765;0.31858255872800334;5438.880004181039;3300;9567;176101;3;43146;1206
